,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
55,8,3.1915382432114616,10.900708640877319,4.976979969245306,1.7971283720789095,8.414213562373096,8.414213562373096,0,0.0,0
56,11,3.742410318509555,16.621668874293267,6.6385792108710975,2.5380430956161746,9.621320343559642,9.621320343559642,0,0.0,0
57,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
58,5247,81.7354751085806,-39.38141453980843,128.58435320816412,59.434471406841844,358.67009357883865,358.67009357883865,0,0.0,0
59,2569,57.19224064875088,23.412610294820723,62.82418428331668,55.544581683630206,220.36753236814712,220.36753236814712,0,0.0,0
60,5,2.5231325220201604,20.993613754469656,4.34169545110285,1.27658944452507,4.207106781186548,4.207106781186548,0,0.0,0
61,4110,72.33957788694595,-71.22566643775542,87.09600003857194,62.0288292041349,274.8294731452727,274.8294731452727,0,0.0,0
62,30,6.180387232371033,81.99230951436853,17.71718510166971,2.505819197578031,24.621320343559642,24.621320343559642,0,0.0,0
63,15,4.370193722368317,-58.312925950298045,8.161580054776174,2.5754718895620283,13.242640687119284,13.242640687119284,0,0.0,0
64,10732,116.89485358260117,-18.939865954781045,146.0639470141013,99.13724847382645,446.7645019878171,446.7645019878171,0,0.0,0
65,10048,113.10840351405777,-0.23757227981298265,142.3435336558252,94.09935814347779,444.8772003600252,444.8772003600252,0,0.0,0
66,2,1.5957691216057308,0.0,2.0,0.0,0.0,0.0,0,0.0,0
67,4489,75.60140419539934,-0.24007594484150444,85.12873215741655,68.07444123673132,283.16652224137044,283.16652224137044,0,0.0,0
68,5362,82.62633017912597,77.94932915821943,110.9677985794273,63.51154446333693,316.05992052357226,316.05992052357226,0,0.0,0
69,50,7.978845608028654,14.878029384763252,31.008931779021058,2.9100773055054496,39.071067811865476,39.071067811865476,0,0.0,0
70,5,2.5231325220201604,-78.25074514167645,5.77331086475517,1.1085493488789315,3.2071067811865475,3.2071067811865475,0,0.0,0
71,12,3.9088200952233594,-80.93629843573767,6.698041727474318,2.3623466006192424,11.414213562373096,11.414213562373096,0,0.0,0
72,11179,119.30442100188233,53.15719742808462,185.04054749028586,81.1163662460261,508.01933598375615,508.01933598375615,0,0.0,0
73,7104,95.10569765160548,52.502504411962306,124.62481430366574,78.72685833991181,368.8355697996826,368.8355697996826,0,0.0,0
74,2,1.5957691216057308,-45.00001609038752,2.8284271247461903,0.0,0.0,0.0,0,0.0,0
75,18,4.787307364817192,-77.14268313798752,10.222155224697675,2.1889479618003636,14.621320343559642,14.621320343559642,0,0.0,0
76,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
77,2,1.5957691216057308,0.0,2.0,0.0,0.0,0.0,0,0.0,0
78,6,2.763953195770684,-61.13784401798328,4.78294214680296,1.7033033194688714,5.207106781186548,5.207106781186548,0,0.0,0
79,7453,97.41383026506641,-49.99877757889824,146.0954494768948,70.67411151433453,407.7350647362943,407.7350647362943,0,0.0,0
80,6713,92.45137675452511,-6.6992920006672385,134.0736327664793,66.52488889667698,352.79393923934,352.79393923934,0,0.0,0
81,4,2.256758334191025,22.50000804519376,4.82842712474619,0.8284271247461902,2.414213562373095,2.414213562373095,0,0.0,0
82,6500,90.9728368293446,-57.89903667903215,100.54309630703068,88.48878728849238,382.2497833620557,382.2497833620557,0,0.0,0
83,7564,98.13655749198038,6.027054146529248,146.2946584533136,67.86228652184442,386.9594154601839,386.9594154601839,0,0.0,0
84,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
85,3,1.9544100476116797,-45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095,3.414213562373095,0,0.0,0
86,5557,84.11535026434413,-5.329039528768542,114.49068350774401,66.5073423623388,346.3919189857867,346.3919189857867,0,0.0,0
87,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
88,8367,103.21431717934826,56.59391045065123,133.1122028463369,86.69439377211091,410.90663761154804,410.90663761154804,0,0.0,0
89,9852,111.99980354773317,8.258408975424734,132.30159689698868,97.3969732793177,415.9482681718907,415.9482681718907,0,0.0,0
90,1478,43.380272556988054,22.708590891237346,47.95892031987404,42.87244673982157,167.68124086713186,167.68124086713186,0,0.0,0
91,7731,99.2139855078282,-57.309461091159,139.4134723132324,77.88758278950733,425.88329701443513,425.88329701443513,0,0.0,0
92,25,5.641895835477563,56.380812186260016,10.46522285749998,3.286200015650287,19.692388155425117,19.692388155425117,0,0.0,0
93,6530,91.18253246713766,-15.991000156815405,101.88818046597346,83.86927149536923,339.5868324581534,339.5868324581534,0,0.0,0
94,5152,80.99216094459734,-62.23692511717736,103.0082129892716,71.52975468604087,341.1137443927346,341.1137443927346,0,0.0,0
95,13294,130.1016775745388,-61.848096628167546,166.32218783517888,104.51740410177722,490.6417023478424,490.6417023478424,0,0.0,0
96,8787,105.77313401610012,49.717491625924836,137.1276839844731,83.26462248090766,406.26197667087547,406.26197667087547,0,0.0,0
97,9817,111.800682514308,-50.83872075857264,134.7632554651993,105.78452959144957,461.9898987322333,461.9898987322333,0,0.0,0
98,9617,110.65597454145014,-88.38318490124983,175.62529456234174,71.18980198641435,450.00714267493646,450.00714267493646,0,0.0,0
99,6886,93.63507625375402,64.64383347798146,108.89087342716948,82.88015067306002,346.97770542341357,346.97770542341357,0,0.0,0
100,2713,58.77328376793742,17.96962638085245,63.28209322082143,57.84144069599408,218.5685424949238,218.5685424949238,0,0.0,0
101,7976,100.77379921789024,-21.76527976844043,111.99493491464216,93.01041899114497,380.38582233137674,380.38582233137674,0,0.0,0
102,4864,78.69585214985496,-8.715682498456454,99.69073881914777,63.63671941814389,284.16652224137044,284.16652224137044,0,0.0,0
103,1778,47.579616544683496,32.386833875617704,51.49807542464472,48.250677992050136,188.53910524340094,188.53910524340094,0,0.0,0
104,10520,115.7345238492556,51.45107572785766,149.62402084659573,91.7749098560502,446.6761902332485,446.6761902332485,0,0.0,0
105,11485,120.92624269067217,-87.77200216704723,194.78652406075864,76.861788726623,513.7645019878171,513.7645019878171,0,0.0,0
106,7989,100.85589086855173,72.45423524838112,116.6362558553452,89.4719645462477,378.0071426749364,378.0071426749364,0,0.0,0
107,4662,77.04442067765406,77.89518519095593,150.02102405264637,41.55369253018483,352.8944443027283,352.8944443027283,0,0.0,0
108,9384,109.30727280375615,-2.286442590605685,130.67142051237133,94.25491640428707,409.1614716074871,409.1614716074871,0,0.0,0
109,13836,132.7273232644873,-74.58603897162229,142.29161907894425,128.3789056861561,483.3624817342638,483.3624817342638,0,0.0,0
110,3055,62.36783473206299,-1.8822318520259667,66.47606798334621,62.08642191169159,243.95331880577405,243.95331880577405,0,0.0,0
111,3677,68.4229625636832,25.159669241253166,105.78554515120426,47.879610073107564,292.45079348883235,292.45079348883235,0,0.0,0
112,6838,93.30815616493042,-6.977967588484662,98.53073498605997,89.58736301406822,341.80003589374985,341.80003589374985,0,0.0,0
113,5,2.5231325220201604,79.09932353989771,4.743365517193277,1.349252967497849,4.207106781186548,4.207106781186548,0,0.0,0
114,6286,89.46275078604074,-21.080649592106607,115.69972090352475,75.88039931794592,359.5929291125633,359.5929291125633,0,0.0,0
115,7187,95.65967075006904,58.781128296974735,101.66223984667396,94.17418551703959,357.7228714274745,357.7228714274745,0,0.0,0
116,7227,95.92550333358184,-19.102130751896464,116.39866498977706,82.98976280851942,362.9604614807105,362.9604614807105,0,0.0,0
117,5641,84.74871250851575,79.22777037906127,164.6584685802084,45.71679854320109,409.51576464628795,409.51576464628795,0,0.0,0
118,6478,90.81875230806898,-87.3212423337352,139.9003178820182,60.83333863815755,359.4386001800126,359.4386001800126,0,0.0,0
119,7108,95.1324691363445,0.10243951120502667,145.6458356989936,64.26341127043526,369.33809511662423,369.33809511662423,0,0.0,0
120,12887,128.09464474755393,81.28857316477017,189.39241428225873,90.26596320098828,529.6467529817256,529.6467529817256,0,0.0,0
121,2,1.5957691216057308,45.00001609038752,2.8284271247461903,0.0,0.0,0.0,0,0.0,0
122,9441,109.63874562327257,7.268811107243068,139.13727802970465,90.57501652895785,426.4274528917193,426.4274528917193,0,0.0,0
123,4608,76.59691783707507,26.366035914722318,114.8481143794199,55.29145550617779,319.0782104868019,319.0782104868019,0,0.0,0
124,11153,119.16560175835671,0.38411150970380026,185.70658986065516,78.11813549456195,473.8061325481598,473.8061325481598,0,0.0,0
125,2,1.5957691216057308,90.00003218077504,2.0,0.0,0.0,0.0,0,0.0,0
126,10141,113.63063945591121,-38.07194782770436,170.73033468625133,79.45126655071154,462.8183258569795,462.8183258569795,0,0.0,0
127,6002,87.4184405460338,10.894951262824952,131.51230356978684,61.16625616013015,342.8944443027283,342.8944443027283,0,0.0,0
128,7827,99.82808180387981,-23.111559453474545,126.48080330160609,85.31265924615126,388.3919189857867,388.3919189857867,0,0.0,0
129,5613,84.53811900319565,-10.143613570526735,160.20906456758786,46.75210081132749,371.9238815542512,371.9238815542512,0,0.0,0
130,5,2.5231325220201604,90.00003218077504,5.656854249492381,0.0,3.0,3.0,0,0.0,0
131,9721,111.25269261627118,33.91940877945819,144.10844474837887,88.84323249794845,433.4274528917193,433.4274528917193,0,0.0,0
132,5490,83.60672879975657,63.1321468885733,104.30465464104417,67.92168252080413,309.1787155501902,309.1787155501902,0,0.0,0
133,37,6.863662517577698,1.4452883125392493,17.33775509772393,2.9291210281410893,29.82842712474619,29.82842712474619,0,0.0,0
134,8688,105.17559205756388,73.28371888535762,112.28266192272902,102.42274252483718,396.0071426749364,396.0071426749364,0,0.0,0
135,12571,126.51440359447508,10.358934926616785,171.1091993053341,97.49471781181545,494.47518010647184,494.47518010647184,0,0.0,0
136,7688,98.9376855395553,-87.23012970805357,155.77117482560396,64.81201346814915,415.3380951166243,415.3380951166243,0,0.0,0
137,4,2.256758334191025,0.0,4.47213595499958,0.0,2.0,2.0,0,0.0,0
138,15011,138.24832297724095,82.7755482339406,208.57376554382535,95.57714407246453,602.0193359837562,602.0193359837562,0,0.0,0
139,2167,52.527231922509465,-70.46814652992721,63.65878161442637,47.39821306575917,208.40916292848976,208.40916292848976,0,0.0,0
140,5,2.5231325220201604,72.85658756229125,5.912809357935427,0.9373822575189021,3.414213562373095,3.414213562373095,0,0.0,0
141,7322,96.55392248143448,-26.11132237596845,133.80213403292078,72.5751824924551,376.50461735799473,376.50461735799473,0,0.0,0
142,6,2.763953195770684,54.92762682480464,4.503710036502234,1.808908914971842,5.207106781186548,5.207106781186548,0,0.0,0
143,7483,97.60968964838082,1.1627245493418727,154.7657609540853,69.62619714304563,415.9898987322333,415.9898987322333,0,0.0,0
144,2,1.5957691216057308,90.00003218077504,2.0,0.0,0.0,0.0,0,0.0,0
145,11404,120.4990612750149,-40.316222544268875,183.43031268663677,83.7414960067383,516.1614716074871,516.1614716074871,0,0.0,0
146,168,14.625465582862905,-3.6464589192651817,37.9377342635648,6.679229431245329,77.10660171779821,77.10660171779821,0,0.0,0
147,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
148,3,1.9544100476116797,90.00003218077504,3.265986323710904,0.0,1.0,1.0,0,0.0,0
149,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
150,6,2.763953195770684,-17.608802780371004,5.404236119112784,1.208676398190789,4.0,4.0,0,0.0,0
151,5238,81.66534598789613,-22.707189604293895,134.44228150584055,50.708983623234346,336.97160876900364,336.97160876900364,0,0.0,0
152,16,4.51351666838205,88.5412901876954,13.923869561025468,1.5209722047258007,14.0,14.0,0,0.0,0
153,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
154,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
155,8527,104.196514327288,83.13341553023207,132.36671840340708,85.9404709729685,413.59902576697317,413.59902576697317,0,0.0,0
156,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
157,5,2.5231325220201604,0.0,5.656854249492381,0.0,3.0,3.0,0,0.0,0
158,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
159,9254,108.54749535101763,-40.522065058694686,135.25483036145687,89.1368609357783,397.2741699796952,397.2741699796952,0,0.0,0
160,8695,105.21795398824405,-78.7287079881212,139.92823100262765,84.78113810155693,421.4629867976521,421.4629867976521,0,0.0,0
161,2676,58.37113174944697,-74.01060167941789,73.79469852326604,51.56548787774343,239.4802307403552,239.4802307403552,0,0.0,0
162,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
163,10,3.5682482323055424,0.0,5.656854249492381,2.0,10.0,10.0,0,0.0,0
164,2,1.5957691216057308,-45.00001609038752,2.8284271247461903,0.0,0.0,0.0,0,0.0,0
165,4392,74.78013158905803,-86.82084191011604,86.03070290230609,66.37819847757439,267.0304832720494,267.0304832720494,0,0.0,0
166,3516,66.90822250881301,49.06857471066068,97.18538932160436,47.456505915117525,266.3919189857867,266.3919189857867,0,0.0,0
167,8029,101.10806251075442,-28.880299959465216,138.92419516645265,77.02116921262365,424.0782104868019,424.0782104868019,0,0.0,0
168,8401,103.42381454636113,-0.2397170066462077,160.30271265682413,74.88240807513425,501.2914139223983,501.2914139223983,0,0.0,0
169,12299,125.13821622788846,38.89171274424346,142.8643721106655,112.74234438706058,459.46908345206197,459.46908345206197,0,0.0,0
170,6325,89.7398468933946,-48.03065822665989,103.39256383972298,84.70551492366076,343.7645019878171,343.7645019878171,0,0.0,0
171,5489,83.59911399680806,22.006872688772102,101.92429049055018,73.32486266511735,328.8183258569795,328.8183258569795,0,0.0,0
172,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
173,4769,77.92354835890106,27.593599459815152,87.14360423365292,77.7618231529938,311.96551211459376,311.96551211459376,0,0.0,0
174,5815,86.04584796859736,-24.280043293216284,139.606612364263,54.36999163337656,376.4152595828996,376.4152595828996,0,0.0,0
175,5615,84.55317879114858,-60.21865491301676,99.40187438346751,72.62090253842238,304.49242404917493,304.49242404917493,0,0.0,0
176,10293,114.47905762172849,85.70827115219922,148.96229027560693,92.26552226038865,468.43354954612926,468.43354954612926,0,0.0,0
177,7652,98.70576982280957,-11.229176459006665,189.4789476508087,56.44056217133803,461.2203461105328,461.2203461105328,0,0.0,0
178,10367,114.88983575699562,-79.24997340592888,155.52160833700856,90.8813998860875,467.94826817189073,467.94826817189073,0,0.0,0
179,5617,84.56823589727652,-33.15797194813471,125.41535319767893,59.42601969049694,339.40411229460636,339.40411229460636,0,0.0,0
180,4307,74.05297238581545,-6.766482988140419,109.9177572187485,52.33268144721501,292.71067811865476,292.71067811865476,0,0.0,0
181,13,4.068428945128219,73.12228932661847,7.352229267059311,2.8374695910857195,12.0,12.0,0,0.0,0
182,4345,74.37893399259148,51.69504156882149,107.92237124436211,52.955900029555394,307.97770542341357,307.97770542341357,0,0.0,0
183,7636,98.60252108134813,27.40708578299631,103.09277450938957,98.25437563601845,355.6579002700189,355.6579002700189,0,0.0,0
184,14669,136.66437312525932,44.950954207770025,153.73625592973525,125.04733851968312,516.7766952966368,516.7766952966368,0,0.0,0
185,3870,70.19570526837863,80.63466215086991,103.49541632411803,55.78356092802326,297.66399692442883,297.66399692442883,0,0.0,0
186,4883,78.84940517811026,67.5054757960661,96.52109953956979,68.77938032734808,316.0904037956216,316.0904037956216,0,0.0,0
187,4,2.256758334191025,90.00003218077504,4.47213595499958,0.0,2.0,2.0,0,0.0,0
188,8149,101.86083177574606,41.1310467861954,105.92340110557348,102.1589731503861,362.1076477383248,362.1076477383248,0,0.0,0
189,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
190,6562,91.40567757285177,-36.92612449585787,123.17559599528809,71.89411262174144,360.2914139223983,360.2914139223983,0,0.0,0
191,6228,89.04906447914314,-64.99823711804231,106.63136249785411,75.23090054309604,340.1076477383248,340.1076477383248,0,0.0,0
192,9419,109.51092763674545,-12.210731865073242,202.90921198585596,64.17272610044762,486.29751057680824,486.29751057680824,0,0.0,0
193,1,1.1283791670955126,45.00001609038752,0.0,0.0,0.0,0.0,0,0.0,0
194,2999,61.79357081979284,-78.2664802524241,66.04958520078152,61.26149375301498,222.1959594928933,222.1959594928933,0,0.0,0
195,5991,87.33829694073705,-68.85384935780733,105.51862189813701,77.6849967505322,327.4213562373095,327.4213562373095,0,0.0,0
196,3,1.9544100476116797,90.00003218077504,3.265986323710904,0.0,1.0,1.0,0,0.0,0
197,3,1.9544100476116797,90.00003218077504,3.265986323710904,0.0,1.0,1.0,0,0.0,0
198,7943,100.56511176263565,-17.784389100776913,112.47455023398365,91.75503922445203,363.747258045114,363.747258045114,0,0.0,0
199,3,1.9544100476116797,90.00003218077504,3.265986323710904,0.0,1.0,1.0,0,0.0,0
200,7916,100.39404482400113,-40.96398479898306,123.78889667799525,83.99853247146737,373.1787155501902,373.1787155501902,0,0.0,0
201,2970,61.49407652663331,85.6035356749496,66.16648982282057,61.249421005149394,227.095454429505,227.095454429505,0,0.0,0
202,3888,70.35876171402047,45.04436281030333,99.4833216046678,51.08403281177028,271.26197667087547,271.26197667087547,0,0.0,0
203,5634,84.69611322273241,26.500763039695798,102.88857508590664,74.44594749293577,330.3746750430836,330.3746750430836,0,0.0,0
204,4358,74.49011972037526,-84.67715574807217,120.9704035698031,50.19686225188585,309.1076477383247,309.1076477383247,0,0.0,0
205,8956,106.78545482718195,67.40510994661057,110.52462155103807,107.13198148461446,392.1076477383248,392.1076477383248,0,0.0,0
206,22803,170.39272677727743,-11.098530893633539,213.52973981259734,140.48696091896466,638.6883835420683,638.6883835420683,0,0.0,0
207,5989,87.32371747365598,71.05927166882987,108.67627671574586,74.96011509245508,359.33304448274095,359.33304448274095,0,0.0,0
208,8074,101.39100593342441,-40.013372525930734,135.52494140750827,80.42810551584186,411.0548698896889,411.0548698896889,0,0.0,0
209,9837,111.91450934333669,44.02291808233242,143.15044257544758,89.63014168027384,418.47518010647184,418.47518010647184,0,0.0,0
210,4,2.256758334191025,45.00001609038752,4.47213595499958,1.4142135623730954,2.414213562373095,2.414213562373095,0,0.0,0
211,10461,115.40952680552215,-0.704193606383926,183.4048351364516,74.42317939778364,455.86500705120545,455.86500705120545,0,0.0,0
212,7483,97.60968964838082,-48.91152280784667,132.64046867634806,76.15913804206265,377.78888860545663,377.78888860545663,0,0.0,0
213,5607,84.49292353404549,80.24150213850308,125.10725886745013,60.27280095655869,329.7228714274745,329.7228714274745,0,0.0,0
214,3342,65.23163771135073,-78.11777521767597,72.4233492516594,62.67928128143993,248.98885271170678,248.98885271170678,0,0.0,0
215,11328,120.0968674144331,38.43932755565363,145.28073416148064,105.76642808975329,458.38686835190333,458.38686835190333,0,0.0,0
216,13,4.068428945128219,-82.74994620512872,9.061827564519708,1.6467190281814084,11.0,11.0,0,0.0,0
217,4140,72.60311091959885,-61.55204392950383,103.09416533252015,51.748195646159516,271.69343417595167,271.69343417595167,0,0.0,0
218,9538,110.2005389173936,-45.18784657326055,136.4859374737692,91.77018807732279,411.32085117392114,411.32085117392114,0,0.0,0
219,4,2.256758334191025,-39.69018655370586,4.199929796800163,1.1664431841929324,3.414213562373095,3.414213562373095,0,0.0,0
220,5321,82.30982698035395,-37.635099639989285,92.5200559326322,81.62582035589502,312.35028842544403,312.35028842544403,0,0.0,0
221,4272,73.75147005388173,84.82763837478178,84.74629668337828,65.63404196410409,268.3025612106915,268.3025612106915,0,0.0,0
222,8927,106.61242617936615,41.20637236192045,145.80835903737665,80.87009061734592,408.9188309203678,408.9188309203678,0,0.0,0
223,7149,95.40644373055562,0.02748554457443289,129.70842475287876,73.67542544327527,375.27312395916863,375.27312395916863,0,0.0,0
224,9687,111.05796445932873,8.080723267737177,139.8027737441596,92.42962783676158,431.22034611053283,431.22034611053283,0,0.0,0
225,2792,59.62285475302717,-10.84488569532975,72.69496037214817,54.05241221527874,228.79393923933998,228.79393923933998,0,0.0,0
226,7269,96.20383698522579,-35.04112346294642,110.45098367863376,88.94384077318216,349.9655121145938,349.9655121145938,0,0.0,0
227,6493,90.92383826019122,-29.762751075937146,123.42817286100994,69.09773976089174,363.19595949289334,363.19595949289334,0,0.0,0
228,12038,123.80330221574015,-1.7395244369937333,192.2452359440779,81.94337344887184,500.5929291125633,500.5929291125633,0,0.0,0
229,9500,109.98079684646791,-0.45674464099704587,185.13598020821647,66.97558230700393,443.6812408671319,443.6812408671319,0,0.0,0
230,6823,93.20575847944168,81.09898905167952,141.93800108595786,64.6453820340331,377.208152801713,377.208152801713,0,0.0,0
231,6548,91.30811869119769,13.147004503482327,133.80058458188643,65.30889473256751,347.5218613006979,347.5218613006979,0,0.0,0
232,2,1.5957691216057308,45.00001609038752,2.8284271247461903,0.0,0.0,0.0,0,0.0,0
233,4978,79.61272796288065,-23.41299907316341,92.41049746603417,69.23687126889125,290.1076477383248,290.1076477383248,0,0.0,0
